original_path,transformed_path,label,transform,parameter
data/raw/CIFAKE/test/REAL/0882 (2).jpg,data/robustness/noise_0.05/00015.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0882 (2).jpg,data/robustness/colour_jitter/00015.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0882 (2).jpg,data/robustness/crop_80/00015.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0240 (5).jpg,data/robustness/clean/00016.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0240 (5).jpg,data/robustness/jpeg_70/00016.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0240 (5).jpg,data/robustness/jpeg_30/00016.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0240 (5).jpg,data/robustness/blur_1.0/00016.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0240 (5).jpg,data/robustness/resize_0.5/00016.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0240 (5).jpg,data/robustness/noise_0.05/00016.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0240 (5).jpg,data/robustness/colour_jitter/00016.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0240 (5).jpg,data/robustness/crop_80/00016.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0294 (10).jpg,data/robustness/clean/00017.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0294 (10).jpg,data/robustness/jpeg_70/00017.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0294 (10).jpg,data/robustness/jpeg_30/00017.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0294 (10).jpg,data/robustness/blur_1.0/00017.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0294 (10).jpg,data/robustness/resize_0.5/00017.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0294 (10).jpg,data/robustness/noise_0.05/00017.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0294 (10).jpg,data/robustness/colour_jitter/00017.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0294 (10).jpg,data/robustness/crop_80/00017.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0063 (2).jpg,data/robustness/clean/00018.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0063 (2).jpg,data/robustness/jpeg_70/00018.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0063 (2).jpg,data/robustness/jpeg_30/00018.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0063 (2).jpg,data/robustness/blur_1.0/00018.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0063 (2).jpg,data/robustness/resize_0.5/00018.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0063 (2).jpg,data/robustness/noise_0.05/00018.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0063 (2).jpg,data/robustness/colour_jitter/00018.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0063 (2).jpg,data/robustness/crop_80/00018.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0065.jpg,data/robustness/clean/00019.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0065.jpg,data/robustness/jpeg_70/00019.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0065.jpg,data/robustness/jpeg_30/00019.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0065.jpg,data/robustness/blur_1.0/00019.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0065.jpg,data/robustness/resize_0.5/00019.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0065.jpg,data/robustness/noise_0.05/00019.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0065.jpg,data/robustness/colour_jitter/00019.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0065.jpg,data/robustness/crop_80/00019.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0338 (5).jpg,data/robustness/clean/00020.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0338 (5).jpg,data/robustness/jpeg_70/00020.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0338 (5).jpg,data/robustness/jpeg_30/00020.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0338 (5).jpg,data/robustness/blur_1.0/00020.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0338 (5).jpg,data/robustness/resize_0.5/00020.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0338 (5).jpg,data/robustness/noise_0.05/00020.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0338 (5).jpg,data/robustness/colour_jitter/00020.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0338 (5).jpg,data/robustness/crop_80/00020.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0944 (6).jpg,data/robustness/clean/00021.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0944 (6).jpg,data/robustness/jpeg_70/00021.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0944 (6).jpg,data/robustness/jpeg_30/00021.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0944 (6).jpg,data/robustness/blur_1.0/00021.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0944 (6).jpg,data/robustness/resize_0.5/00021.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0944 (6).jpg,data/robustness/noise_0.05/00021.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0944 (6).jpg,data/robustness/colour_jitter/00021.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0944 (6).jpg,data/robustness/crop_80/00021.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0464 (3).jpg,data/robustness/clean/00022.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0464 (3).jpg,data/robustness/jpeg_70/00022.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0464 (3).jpg,data/robustness/jpeg_30/00022.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0464 (3).jpg,data/robustness/blur_1.0/00022.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0464 (3).jpg,data/robustness/resize_0.5/00022.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0464 (3).jpg,data/robustness/noise_0.05/00022.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0464 (3).jpg,data/robustness/colour_jitter/00022.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0464 (3).jpg,data/robustness/crop_80/00022.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0359 (3).jpg,data/robustness/clean/00023.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0359 (3).jpg,data/robustness/jpeg_70/00023.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0359 (3).jpg,data/robustness/jpeg_30/00023.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0359 (3).jpg,data/robustness/blur_1.0/00023.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0359 (3).jpg,data/robustness/resize_0.5/00023.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0359 (3).jpg,data/robustness/noise_0.05/00023.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0359 (3).jpg,data/robustness/colour_jitter/00023.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0359 (3).jpg,data/robustness/crop_80/00023.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0405 (5).jpg,data/robustness/clean/00024.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0405 (5).jpg,data/robustness/jpeg_70/00024.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0405 (5).jpg,data/robustness/jpeg_30/00024.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0405 (5).jpg,data/robustness/blur_1.0/00024.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0405 (5).jpg,data/robustness/resize_0.5/00024.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0405 (5).jpg,data/robustness/noise_0.05/00024.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0405 (5).jpg,data/robustness/colour_jitter/00024.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0405 (5).jpg,data/robustness/crop_80/00024.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0002 (4).jpg,data/robustness/clean/00025.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0002 (4).jpg,data/robustness/jpeg_70/00025.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0002 (4).jpg,data/robustness/jpeg_30/00025.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0002 (4).jpg,data/robustness/blur_1.0/00025.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0002 (4).jpg,data/robustness/resize_0.5/00025.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0002 (4).jpg,data/robustness/noise_0.05/00025.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0002 (4).jpg,data/robustness/colour_jitter/00025.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0002 (4).jpg,data/robustness/crop_80/00025.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0221 (3).jpg,data/robustness/clean/00026.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0221 (3).jpg,data/robustness/jpeg_70/00026.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0221 (3).jpg,data/robustness/jpeg_30/00026.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0221 (3).jpg,data/robustness/blur_1.0/00026.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0221 (3).jpg,data/robustness/resize_0.5/00026.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0221 (3).jpg,data/robustness/noise_0.05/00026.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0221 (3).jpg,data/robustness/colour_jitter/00026.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0221 (3).jpg,data/robustness/crop_80/00026.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0626 (2).jpg,data/robustness/clean/00027.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0626 (2).jpg,data/robustness/jpeg_70/00027.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0626 (2).jpg,data/robustness/jpeg_30/00027.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0626 (2).jpg,data/robustness/blur_1.0/00027.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0626 (2).jpg,data/robustness/resize_0.5/00027.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0626 (2).jpg,data/robustness/noise_0.05/00027.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0626 (2).jpg,data/robustness/colour_jitter/00027.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0626 (2).jpg,data/robustness/crop_80/00027.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0698 (6).jpg,data/robustness/clean/00028.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0698 (6).jpg,data/robustness/jpeg_70/00028.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0698 (6).jpg,data/robustness/jpeg_30/00028.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0698 (6).jpg,data/robustness/blur_1.0/00028.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0698 (6).jpg,data/robustness/resize_0.5/00028.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0698 (6).jpg,data/robustness/noise_0.05/00028.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0698 (6).jpg,data/robustness/colour_jitter/00028.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0698 (6).jpg,data/robustness/crop_80/00028.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0012 (4).jpg,data/robustness/clean/00029.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0012 (4).jpg,data/robustness/jpeg_70/00029.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0012 (4).jpg,data/robustness/jpeg_30/00029.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0012 (4).jpg,data/robustness/blur_1.0/00029.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0012 (4).jpg,data/robustness/resize_0.5/00029.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0012 (4).jpg,data/robustness/noise_0.05/00029.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0012 (4).jpg,data/robustness/colour_jitter/00029.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0012 (4).jpg,data/robustness/crop_80/00029.jpg,0,crop_80,80%
data/raw/CIFAKE/test/REAL/0415 (5).jpg,data/robustness/clean/00030.jpg,0,clean,none
data/raw/CIFAKE/test/REAL/0415 (5).jpg,data/robustness/jpeg_70/00030.jpg,0,jpeg_70,70
data/raw/CIFAKE/test/REAL/0415 (5).jpg,data/robustness/jpeg_30/00030.jpg,0,jpeg_30,30
data/raw/CIFAKE/test/REAL/0415 (5).jpg,data/robustness/blur_1.0/00030.jpg,0,blur_1.0,1.0
data/raw/CIFAKE/test/REAL/0415 (5).jpg,data/robustness/resize_0.5/00030.jpg,0,resize_0.5,0.5
data/raw/CIFAKE/test/REAL/0415 (5).jpg,data/robustness/noise_0.05/00030.jpg,0,noise_0.05,0.05
data/raw/CIFAKE/test/REAL/0415 (5).jpg,data/robustness/colour_jitter/00030.jpg,0,colour_jitter,20%
data/raw/CIFAKE/test/REAL/0415 (5).jpg,data/robustness/crop_80/00030.jpg,0,crop_80,80%
